 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Atend.Hanseníase por Município e Ano/Mês
Período:1998-2015
"Município";"1998";"1999";"2000";"2001";"2002";"2003";"2004/Jan";"2004/Fev";"2004/Mar";"2004/Abr";"2004/Mai";"2004/Jun";"2004/Jul";"2004/Ago";"2004/Set";"2004/Out";"2004/Nov";"2004/Dez";"2005/Jan";"2005/Fev";"2005/Mar";"2005/Abr";"2005/Mai";"2005/Jun";"2005/Jul";"2005/Ago";"2005/Set";"2005/Out";"2005/Nov";"2005/Dez";"2006/Jan";"2006/Fev";"2006/Mar";"2006/Abr";"2006/Mai";"2006/Jun";"2006/Jul";"2006/Ago";"2006/Set";"2006/Out";"2006/Nov";"2006/Dez";"2007/Jan";"2007/Fev";"2007/Mar";"2007/Abr";"2007/Mai";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"Total"
"313545 Jenipapo de Minas";-;-;-;-;-;12;-;3;1;-;-;-;-;-;1;3;-;1;4;-;1;-;1;1;-;-;-;2;-;1;3;-;-;1;1;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;1;1;1;1;1;2;1;2;1;1;1;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;69
"313550 Jequeri";-;-;2;8;50;26;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;2;-;1;2;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5;2;-;-;-;-;-;-;-;4;6;1;-;2;5;1;1;8;4;3;-;5;1;1;-;1;2;5;1;1;1;1;1;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;182
"313560 Jequitaí";7;45;27;3;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;23;2;5;2;2;3;3;4;3;4;4;3;3;2;1;-;2;2;2;2;2;1;1;1;1;1;2;1;1;-;2;2;-;2;2;32;-;2;2;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;262
"313570 Jequitibá";1;19;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;-;-;-;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;1;1;7;2;1;1;3;2;2;1;1;1;2;2;1;1;-;2;-;-;45;-;1;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;142
"313580 Jequitinhonha";30;77;59;-;1;25;5;6;7;4;1;-;151;4;3;-;-;-;4;4;4;3;3;1;2;2;2;1;3;2;3;2;2;2;2;2;2;2;2;3;1;2;1;1;1;1;1;2;4;3;3;-;1;3;1;2;1;1;1;1;1;1;19;1;1;1;2;3;8;6;8;8;8;8;6;6;5;5;5;5;4;6;3;2;3;3;2;3;5;4;3;4;4;4;4;4;4;8;5;6;5;5;6;4;6;8;6;6;6;7;257;2;2;3;6;2;1;2;2;2;1;2;2;8;175;6;11;7;14;12;10;11;18;11;12;14;6;5;5;4;16;4;3;4;5;7;5;8;8;8;1385
"313590 Jesuânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;1;1;2;-;2;2;-;1;3;-;-;2;3;-;1;-;4;1;2;-;1;1;1;-;2;1;1;-;-;-;-;1;-;1;-;1;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;45
"313600 Joaíma";-;110;109;33;104;11;1;1;2;2;2;253;2;2;2;3;2;2;3;1;1;1;-;1;3;1;1;4;1;1;2;1;1;-;1;1;140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;2;-;1;1;2;2;2;2;2;-;10;-;-;-;-;-;-;-;1;1;1;-;107;1;-;1;1;-;1;-;-;4;1;1;2;3;3;3;4;3;3;3;2;2;-;2;-;1;1;-;2;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;994
"313610 Joanésia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;305;5;-;5;-;-;-;1;-;1;5;1;1;-;1;1;5;3;2;3;3;3;1;1;3;-;2;3;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;363
"313620 João Monlevade";-;1;30;1;4;1;-;-;-;-;1;-;-;-;-;-;4;-;-;-;2;-;-;-;-;-;-;-;155;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1;-;-;10;130;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;4;77;-;-;17;45;-;24;18;1;-;-;-;-;2;-;-;2;1;2;2;56;37;1;-;-;-;-;-;-;-;-;1;62;-;-;-;1;-;-;44;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;752
"313630 João Pinheiro";-;-;20;24;18;10;-;-;-;-;-;-;1;3;5;1;1;7;1;-;1;1;1;1;1;-;1;1;1;1;-;-;1;-;2;2;4;5;4;3;3;3;1;1;1;1;1;1;2;2;1;-;4;2;1;2;1;-;4;5;-;2;-;-;1;-;1;1;-;-;-;1;-;2;2;2;1;1;2;3;1;2;1;1;7;2;-;1;1;1;2;2;1;3;-;-;2;3;1;3;2;1;2;2;-;-;-;1;-;3;-;-;1;-;-;1;-;8;-;1;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;1;1;2;1;1;-;1;-;-;-;-;-;-;-;-;244
"313640 Joaquim Felício";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;1;2;1;2;1;1;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108
"313650 Jordânia";-;15;48;20;22;70;3;3;3;3;-;-;2;6;6;3;8;10;6;6;9;10;16;2;15;12;28;25;29;29;24;27;20;23;17;18;9;11;13;8;16;11;7;8;7;7;4;5;8;4;-;2;-;-;-;2;2;2;2;1;2;3;-;2;-;-;-;4;-;11;7;7;7;11;12;11;12;8;10;7;10;13;11;12;12;7;-;10;11;9;8;9;9;7;6;6;5;5;5;5;4;3;1;1;4;1;-;-;-;-;3;2;2;2;3;4;5;6;6;5;6;7;5;5;4;4;4;-;1;2;1;1;-;1;1;1;1;1;2;2;2;2;1;1;1;1;1;-;-;-;1051
"313652 José Gonçalves de Minas";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;4;4;3;3;2;3;-;-;1;-;-;1;1;2;1;1;1;1;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;-;-;-;1;3;2;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;2;2;2;1;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;106
"313655 José Raydan";-;-;-;18;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;2;1;-;-;3;1;1;1;2;1;2;-;2;2;1;-;-;-;-;-;-;2;1;1;2;2;1;1;1;1;1;1;1;-;1;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69
"313657 Josenópolis";2;2;9;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;1;-;-;1;1;1;1;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"313665 Juatuba";-;-;2;3;2;3;-;5;30;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;3;-;-;-;-;550;-;2;240;188;208;144;4;-;-;-;1;-;-;-;-;10;1;1;52;-;-;-;2;1;1;3;3;2;2;3;22;3;-;-;5;2;-;21;12;-;2;-;-;4;1;-;-;1;1;-;-;-;1;3;4;4;-;-;1;-;-;-;-;-;-;23;10;4;1605
"313670 Juiz de Fora";-;1;1032;94;357;454;18;3;94;21;11;12;20;5;15;78;5;1;2;3;6;17;4;6;3;4;2;5;2;4;1;90;-;2;-;2;5;1;18;2;-;2;-;-;-;1;-;2;1;1;1;2;3;5;-;1;66;2;-;1;5;-;2;1;1;-;-;8;2;3;2;1;3;2;31;1;1;-;-;3;-;-;-;1;-;3;-;2;-;1;1;-;-;-;-;2;2;118;1;-;-;2;3;3;1;2;1;-;-;-;1;1;2;-;-;1;1;1;-;2;6;-;-;3;3;-;-;2;-;-;4;-;-;-;1;4;1;-;1;1;1;-;-;1;-;-;207;-;1;2;2944
"313680 Juramento";-;-;-;1;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"313690 Juruaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;1;1;3;3;-;3;4;1;2;2;6;3;1;2;-;1;2;8;4;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;1;-;-;-;-;-;1;-;-;-;1;2;1;1;2;1;1;-;2;1;-;-;-;-;-;-;-;101
"313695 Juvenília";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;30
"313700 Ladainha";-;-;18;28;31;47;6;1;-;-;4;1;-;-;2;2;2;21;-;5;1;1;1;2;4;1;2;1;2;2;2;2;-;-;-;-;-;1;1;1;1;1;1;1;4;2;1;1;-;1;-;-;-;1;-;1;-;11;-;-;-;2;1;2;2;1;1;1;1;1;1;1;2;4;2;2;4;3;3;3;5;8;2;3;7;7;2;3;3;3;3;3;3;2;7;2;3;5;4;6;4;5;14;9;8;5;8;26;11;3;5;3;3;4;1;1;2;1;98;4;118;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;776
"313710 Lagamar";-;2;17;17;29;38;1;1;1;-;-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;2;3;-;3;3;2;-;2;-;1;1;-;-;-;2;1;-;1;1;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;2;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;194
"313720 Lagoa da Prata";8;15;9;27;34;28;4;-;1;1;1;-;-;-;-;1;-;29;3;5;4;2;1;-;3;28;1;7;10;5;7;14;13;15;13;11;17;17;10;9;18;16;9;8;18;14;6;6;9;1;2;1;4;3;2;6;2;1;5;5;6;5;3;17;20;7;5;7;9;6;6;6;6;4;6;7;3;3;1;2;2;2;2;1;2;1;1;1;-;2;2;2;-;1;2;-;1;-;1;1;1;-;1;2;-;1;1;2;-;-;-;2;-;-;-;3;-;-;-;-;3;-;2;1;-;-;-;-;-;-;3;4;5;3;-;1;-;3;1;-;1;-;-;-;1;1;-;-;-;-;684
"313730 Lagoa dos Patos";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;1;1;1;5;45;-;5;5;5;5;5;5;5;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108
"313740 Lagoa Dourada";-;-;-;3;156;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;234
"313750 Lagoa Formosa";-;-;17;17;2;-;-;4;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;1;1;-;2;3;2;1;1;1;-;1;1;1;2;-;4;-;-;2;1;-;-;-;2;-;-;-;-;2;7;-;2;-;-;-;-;1;4;2;2;2;5;3;5;6;4;4;3;3;4;3;1;3;4;4;1;3;3;2;2;3;1;1;-;-;-;-;-;-;-;1;1;2;1;1;2;1;1;2;1;2;3;3;2;1;3;4;5;9;5;22;4;3;3;-;-;1;2;3;95;2;2;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;351
"313753 Lagoa Grande";-;-;28;30;38;17;-;-;-;1;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;6;3;3;4;3;3;2;2;1;3;3;3;2;2;2;2;2;3;2;2;2;2;1;-;1;-;-;-;-;2;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;185;1;1;1;2;-;-;-;-;-;390
"313760 Lagoa Santa";2;15;5;16;26;9;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;2;-;1;-;1;1;-;-;-;-;-;1;-;1;1;1;1;1;1;1;-;1;-;-;2;2;2;3;2;1;1;3;2;1;-;-;-;-;-;-;-;1;1;58;-;1;1;1;-;1;2;1;1;2;1;-;-;1;-;1;-;-;1;1;-;-;106;1;-;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;1;1;2;-;-;1;3;1;-;2;2;2;-;2;1;2;2;2;-;1;-;327
"313770 Lajinha";1;-;12;13;2;11;-;5;4;-;3;2;8;1;28;4;2;-;-;-;1;-;-;1;7;-;-;-;3;-;1;1;1;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;2;2;5;1;1;4;1;-;2;-;1;3;1;2;1;2;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;32;-;1;2;-;-;-;1;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;196
"313780 Lambari";-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;3;-;-;-;1;1;1;1;1;1;1;1;1;2;1;1;1;-;-;1;1;2;3;1;11;1;1;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;88
"313790 Lamim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77
"313800 Laranjal";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"313810 Lassance";-;-;-;4;16;42;-;1;1;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;-;-;1;1;1;2;1;3;3;4;6;4;4;4;4;3;1;1;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;2;-;3;2;2;4;3;2;1;1;-;1;-;-;-;-;-;-;-;-;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;2;3;3;3;3;3;3;3;-;-;-;-;-;-;-;-;-;-;-;-;206
"313820 Lavras";-;-;-;12;42;-;1;-;-;-;-;-;1;-;1;1;1;2;1;3;19;3;1;-;1;1;2;1;1;84;2;2;1;2;2;1;-;-;-;-;-;1;295;1;1;1;1;1;3;3;2;-;1;-;-;1;-;1;1;1;1;2;2;-;2;1;1;-;-;1;-;2;-;1;1;5;2;3;1;3;-;2;-;2;-;2;2;2;-;-;1;1;1;1;1;1;1;1;-;-;-;-;-;-;1;-;62;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;732
"313830 Leandro Ferreira";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;-;-;-;1;1;-;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"313835 Leme do Prado";-;2;-;-;4;11;-;1;1;-;1;1;1;1;1;1;1;1;-;-;1;-;-;-;-;-;-;-;1;1;1;1;1;-;1;2;-;-;1;3;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;1;-;-;91
"313840 Leopoldina";1;6;10;50;8;20;4;3;3;3;6;5;3;2;3;2;2;1;3;2;-;3;1;-;1;-;1;1;1;-;1;1;1;1;142;-;-;-;2;-;-;-;2;-;2;-;-;-;2;3;3;3;1;2;2;1;1;-;1;2;1;-;2;-;1;184;1;2;1;1;1;-;224;-;1;-;-;1;2;-;2;3;-;-;2;-;-;-;-;-;1;-;-;-;-;-;106;4;2;50;4;1;-;1;1;-;1;2;2;1;3;2;1;-;-;1;-;3;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;936
"313850 Liberdade";-;9;19;4;10;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;141;-;4;2;2;2;-;5;1;1;2;2;2;-;1;1;-;-;1;-;-;-;-;49;1;-;-;-;-;-;1;1;1;-;1;1;1;1;1;1;2;2;3;3;2;-;-;-;-;-;-;-;2;-;-;1;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;1;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;306
"313860 Lima Duarte";-;40;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;-;1;1;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;80;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149
"313862 Limeira do Oeste";50;83;39;50;45;27;2;4;3;-;-;1;1;1;4;4;3;4;3;-;1;1;-;2;2;-;2;-;2;1;1;1;-;1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;2;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;2;-;3;3;-;1;2;-;-;1;1;4;1;5;5;3;-;-;-;4;2;1;1;-;-;-;-;-;-;395
